,Name,tR,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
457,"Flavanone base + 3O, 1MeO",6.04,12.200590356512976,-0.6129572940287233,12.200590356512976,0.024904809145880558,0.7885404127535282,302.28200000000004,288.17,302.079038168,114,0,0.17390922533938505,-0.5076785670448518,0.5076785670448518,0.17390922533938505,1.1363636363636365,1.9090909090909092,2.590909090909091,16.494145009720597,9.950413994511766,2.3066937396083804,-2.2594023114110438,2.4208564308728358,-2.200179113359177,6.022894042195326,0.08441441220264395,1.9836030413764414,752.5415177479614,15.853006672199017,11.737594054215768,11.737594054215768,10.490402300641938,6.620354605548898,6.620354605548898,5.0031116519215795,5.0031116519215795,3.559668702463001,3.559668702463001,2.5183779980477485,2.5183779980477485,-2.8899999999999997,96144.82722142669,14.06439713611295,5.142068505558545,2.2822697542946284,125.71374844526378,24.793308092122217,28.915953379297015,17.28226861293275,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,17.696185628620217,12.13273413692322,13.530619164203543,29.587845276194038,5.783244946364939,0.0,0.0,0.0,12.524788010674312,7.109797541277533,41.45873832570204,0.0,28.747559166419524,9.473725907600098,0.0,28.747559166419524,0.0,28.212624672164587,0.0,0.0,28.446228178140124,30.33183534230805,0.0,0.0,0.0,96.22000000000001,6.103966387748303,20.11411936859394,0.0,40.76556539412357,11.3129633249809,6.06636706846161,19.242531678200752,12.13273413692322,0.0,0.0,9.473725907600098,10.658062260193843,0.0,12.200590356512976,29.102119954093258,0.6591817313345096,-0.4087046112190391,7.1018415165015085,-0.5880524848828428,0.0,1.4416279441324535,0.1875,22,3,6,0,1,1,2,0,2,6,3,6,2,0,0,0,3,2.5185000000000004,76.74690000000002,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30073192465847925,0.9401028536388027,0.0007858526822376523,0.3408909276882853,0.8914615452945581,1134.3876090823958,2966.529317202312,3327.714283202319,3.505365096065031,0.41766776293424546
458,Naringenin,5.95,12.097298437893675,-0.5029629629629635,12.097298437893675,0.09336356764928211,0.7421139126791213,272.256,260.15999999999997,272.068473484,102,0,0.1739092052367824,-0.5079666065471226,0.5079666065471226,0.1739092052367824,1.0,1.7,2.4,16.493222336668516,9.952598886718755,2.301702052530367,-2.256794636881036,2.411048984482532,-2.1992813346045788,6.0227232726526365,0.08446473729087656,1.998909699922766,675.40838289424,14.27565640300939,10.406696032941529,10.406696032941529,9.541713895658194,6.091315503186437,6.091315503186437,4.663357647982298,4.663357647982298,3.24984815578511,3.24984815578511,2.300064556848113,2.300064556848113,-2.69,38062.77806851456,12.34924601228129,4.4501300769512735,2.0288426715458803,114.23526110136028,20.056445138322168,34.66546521258092,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.13273413692322,17.696185628620217,12.13273413692322,6.4208216229260096,24.85098232239399,5.783244946364939,0.0,0.0,0.0,12.524788010674312,0.0,47.52510539416365,0.0,22.99804733313562,4.736862953800049,0.0,22.99804733313562,0.0,21.102827130887057,0.0,0.0,28.446228178140124,36.39820241076966,0.0,0.0,0.0,86.99000000000001,6.103966387748303,20.11411936859394,0.0,40.76556539412356,0.0,11.629818560158606,18.19910120538483,12.13273413692322,0.0,0.0,4.736862953800049,5.667451814058957,0.0,12.097298437893675,28.4348264537424,0.8356120349374323,-0.4029747732426281,8.777385427923848,-0.4095993953136814,0.0,0.0,0.13333333333333333,20,3,5,0,1,1,2,0,2,5,3,5,1,0,0,0,3,2.5099000000000014,70.19490000000002,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5674387226469825,0.9846858015834926,0.0013071603187550548,0.17433838406924176,0.834437759465681,638.3591572458405,3055.385581037961,3661.6099240216895,3.6753447429608794,0.03653140208434006
459,Sakuranetin,7.42,12.226443846056942,-0.4471239606953903,12.226443846056942,0.13657147581254714,0.8874343900434253,286.283,272.171,286.08412354800004,108,0,0.17390920730562232,-0.5079666065471226,0.5079666065471226,0.17390920730562232,1.1904761904761905,1.9047619047619047,2.5714285714285716,16.496626640598443,9.952359912232565,2.303545592395722,-2.259963929376148,2.4138411049569446,-2.2008774315439914,6.022962672076588,0.08444948698414954,1.9934499809811566,690.5586782554752,14.982763184195939,11.367730727905435,11.367730727905435,10.07971869811898,6.480081141132252,6.480081141132252,4.844985163862583,4.844985163862583,3.474302101504803,3.474302101504803,2.4074802774647144,2.4074802774647144,-2.6899999999999995,67875.30300763615,13.300336635910014,5.012254532265894,2.377590513795915,120.91951469306777,19.68678069728151,34.66546521258092,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.13273413692322,17.696185628620217,12.13273413692322,13.530619164203543,24.481317881353334,5.783244946364939,0.0,0.0,0.0,12.524788010674312,7.109797541277533,47.52510539416365,0.0,22.99804733313562,9.473725907600098,0.0,22.99804733313562,0.0,23.106097277323883,0.0,0.0,28.446228178140124,36.39820241076966,0.0,0.0,0.0,75.99000000000001,6.103966387748303,15.007591973753234,0.0,29.266541727555754,11.49902366656781,5.563451491696996,13.176164609739143,30.33183534230805,0.0,0.0,9.473725907600098,10.877783192937414,0.0,12.226443846056942,19.230191566423528,0.972164850508105,0.5557084254730378,9.472794378541131,-0.31055248488284315,0.0,1.4754662249426862,0.1875,21,2,5,0,1,1,2,0,2,5,2,5,2,0,0,0,3,2.812900000000001,75.08210000000003,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128001438261828,0.9794188259412743,0.001077979027798885,0.2018384586539837,0.854608486856407,792.7876747300213,3356.7590617649644,3927.832584617164,3.7559729984759977,0.12378409951075421
460,Arachidonic acid (not validated),7.39,10.313808195092982,-0.7121413840004578,10.313808195092982,0.26192876734354376,0.3054967516530935,304.47400000000016,272.21799999999996,304.240230264,124,0,0.30285111400203624,-0.4812302537956734,0.4812302537956734,0.30285111400203624,0.7272727272727273,1.1818181818181819,1.6363636363636365,16.365133270892077,10.163434194748799,1.9211045817770214,-1.9042121539569332,2.0092465436600158,-1.9183484485570665,5.660598585409944,-0.13660263123684982,3.4014698645752515,361.9035338161199,16.30527233054749,14.045331851346308,14.045331851346308,10.770055610029663,8.58771077180597,8.58771077180597,5.374473848543474,5.374473848543474,3.218940428772455,3.218940428772455,1.9320824154424578,1.9320824154424578,-1.5699999999999998,61147.52379898062,20.43,17.481466803911477,18.430000000000003,135.87049492486787,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,68.37354130021369,44.94575136048208,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,71.13195342895074,0.0,48.60816085467105,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,71.13195342895074,48.60816085467105,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,0.0,32.10410811463005,25.683286491704038,0.0,0.0,55.531898054361676,5.106527394840706,0.0,0.0,10.313808195092982,8.493155155261592,0.0,-0.7121413840004578,0.0,27.340459867641822,2.231384832670723,0.0,0.55,22,1,2,0,0,0,0,0,0,1,1,2,14,0,0,0,0,6.2167000000000066,96.03980000000006,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.7369544430781225,0.995226775891059,0.001082855925065044,0.09758926451965722,0.9623789815631116,888.7414837807756,8764.346449824396,9106.959542683695,5.55043297120431,0.14195686759750853
461,"Threonylleucine (isomer of 809, 925)",2.41,11.421396447467876,-1.1027664399092976,11.421396447467876,0.14275415721844276,0.4839455010193442,232.27999999999997,212.11999999999998,232.14230712,94,0,0.3257059734951081,-0.47971734472661165,0.47971734472661165,0.3257059734951081,1.3125,1.8125,2.125,16.368389849364164,10.030508884948647,2.254060070403575,-2.198719010796797,2.04973616820507,-2.520734007784565,5.86631588096674,-0.14241496603683915,4.401580261098919,253.20358439446323,12.878315177510851,9.80478189906232,9.80478189906232,7.25179531537246,5.221293436908713,5.221293436908713,4.29534781831523,4.29534781831523,2.1441603320535023,2.1441603320535023,1.179903151281093,1.179903151281093,-1.1400000000000001,1718.6405324530629,14.86,6.444092869376294,5.0854216760434925,94.82499464249932,21.263510870849927,12.083681658295921,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,13.847474399381248,19.262464868778025,0.0,6.103966387748303,19.802129157825057,11.876485017303356,0.0,5.316788604006331,11.651573523323577,45.379681268042106,0.0,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,40.27718785302899,9.589074368143644,5.917906046161393,27.19203322199788,0.0,0.0,0.0,0.0,112.65,30.064133063347576,9.589074368143644,0.0,5.917906046161393,6.4208216229260096,0.0,6.923737199690624,0.0,13.847474399381248,5.316788604006331,15.946722266843596,0.0,0.0,22.266276455026457,20.270207703451753,5.384279100529101,-1.6045672713529844,-2.0635997732426308,-0.679036281179138,5.093106733434115,0.0,0.8,16,5,6,0,0,0,0,0,0,4,4,6,6,0,0,0,0,-0.6899999999999993,58.67770000000003,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40838898466731277,0.9644455022080043,0.0015137701056267229,0.2642818065451167,0.9053348455923093,598.0662732254759,2048.7609200299635,2262.9869268862344,3.2509599462356875,0.3171753955595316
462,Isoleucylvaline,2.55,11.663240740740742,-1.0280541383219954,11.663240740740742,0.04315476190476142,0.6221927676727632,230.30799999999996,208.13199999999998,230.163042564,94,0,0.32596629351447537,-0.4797098157955204,0.4797098157955204,0.32596629351447537,1.3125,1.8125,2.125,16.3683581652152,9.976185989370412,2.270509384989065,-2.225329441950753,2.072178377899157,-2.5191652856396867,5.865841573464768,-0.14300632538451005,4.464229615410854,253.61423003616312,12.878315177510851,10.357568303562362,10.357568303562362,7.306636870238851,5.595286371217569,5.595286371217569,4.479829439604219,4.479829439604219,2.790230581706809,2.790230581706809,1.2753926761023135,1.2753926761023135,-1.1,1941.7292331208712,14.9,6.475459813555053,4.182067718229895,96.39570300469991,16.156983476009223,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,34.11577042168851,11.835812092322787,0.0,6.041840829147961,14.69560176298435,11.876485017303356,0.0,5.316788604006331,17.56947956948497,46.199452079984425,0.0,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,29.066694070439983,9.589074368143644,11.835812092322787,34.11577042168851,0.0,0.0,0.0,0.0,92.42,23.960166675599275,9.589074368143644,0.0,11.835812092322787,0.0,6.4208216229260096,0.0,13.847474399381248,13.847474399381248,5.316788604006331,10.84019487200289,0.0,0.0,22.546133865583272,11.38199963781809,5.714869614512472,-1.5394987717309143,-1.5201795162509455,0.7857175925925927,7.297624244142101,0.0,0.8181818181818182,16,4,5,0,0,0,0,0,0,3,3,5,6,0,0,0,0,0.5852000000000002,61.83490000000003,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42433400648807085,0.9664451402565526,0.0017116751249663192,0.25687310266840424,0.9445664619345008,551.8374650406205,2029.2010198872285,2148.2882376866983,3.2042777137973286,0.290637466189302
463,Alanylphenylalanine,2.84,11.34844891660368,-1.066802721088434,11.34844891660368,0.2446759259259259,0.6779606614363368,236.271,220.14299999999997,236.116092372,92,0,0.3260467919523411,-0.47970863156389354,0.47970863156389354,0.3260467919523411,1.3529411764705883,1.9411764705882353,2.411764705882353,16.3682580770634,10.059192036854494,2.210532095348437,-2.1551923436517817,2.031853352517903,-2.477908786031708,5.861305022987264,-0.14143541920726974,2.6774916188854427,389.99703155093454,12.836498814253964,9.58961911113124,9.58961911113124,8.002907755397974,5.331049378101335,5.331049378101335,3.8778097026389062,3.8778097026389062,2.310799948760823,2.310799948760823,1.353042025007863,1.353042025007863,-1.8799999999999994,5278.037810724387,13.18613756613757,6.004079222478253,4.2390612441098865,99.62808663878094,16.156983476009223,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,30.33183534230805,12.487188691387619,6.4208216229260096,6.041840829147961,14.69560176298435,11.876485017303356,0.0,5.316788604006331,5.733667477162185,25.428240480912553,0.0,35.89528683400505,0.0,0.0,11.050456081168516,0.0,0.0,0.0,29.066694070439983,16.009895991069655,0.0,12.487188691387619,30.33183534230805,0.0,0.0,0.0,92.42,23.960166675599275,9.589074368143644,0.0,6.4208216229260096,0.0,5.563451491696996,6.923737199690624,0.0,30.33183534230805,5.316788604006331,10.84019487200289,0.0,0.0,22.354846781305113,11.410594293272865,6.224520660115899,-1.5313109410430816,7.452664399092971,0.2446759259259259,1.5106755479969767,0.0,0.3333333333333333,17,4,5,0,0,0,1,0,1,3,3,5,5,0,0,0,1,0.14570000000000105,63.36190000000003,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2895003402105048,0.9375299190614947,0.0011642874991403828,0.3479046577218347,0.8368964130525844,718.8056332052711,1729.1112457380832,2066.099482289738,3.0907320586223,0.3163093575489583
464,Phenylalanylisoleucine (isomer of 1329),3.79,11.983182634164777,-1.0281378600823043,11.983182634164777,0.1385414042160078,0.697819413364854,278.35200000000003,256.176,278.163042564,110,0,0.325977226507311,-0.47970968320872565,0.47970968320872565,0.325977226507311,1.3,1.9,2.4,16.36837304638767,9.980637246860907,2.268386401296288,-2.2178860105430296,2.086218870529221,-2.510923823447729,5.866530931561083,-0.14305903908520878,2.6203232777743124,447.691664835943,15.120955864630139,11.874076161507414,11.874076161507414,9.451596160381717,6.77973778308508,6.77973778308508,5.006244857864253,5.006244857864253,3.4120096748454536,3.4120096748454536,1.9041186150673928,1.9041186150673928,-1.8799999999999994,22815.303189655242,16.175187637969096,7.646791141033365,4.660558751459403,118.72291298197077,16.156983476009223,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,50.60013136461531,17.9021791607844,0.0,6.041840829147961,14.69560176298435,11.876485017303356,0.0,5.316788604006331,11.651573523323577,38.77279930352918,0.0,35.89528683400505,0.0,0.0,11.050456081168516,0.0,0.0,0.0,29.066694070439983,16.009895991069655,5.917906046161393,25.831747514004253,30.33183534230805,0.0,0.0,0.0,92.42,23.960166675599275,9.589074368143644,0.0,5.917906046161393,12.841643245852019,5.563451491696996,0.0,6.923737199690624,37.255572541998674,5.316788604006331,10.84019487200289,0.0,0.0,23.143884829796626,11.663322007828231,6.783913165574872,-1.5957968002015601,7.765455722578288,1.0602067078744568,3.6790143665490884,0.0,0.4666666666666667,20,4,5,0,0,0,1,0,1,3,3,5,7,0,0,0,1,1.1719000000000008,77.14290000000004,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31999854615544315,0.9456141392646903,0.0009974615497964536,0.32529048498641805,0.8845877081046479,886.8389045022944,2411.649987316648,2726.29832544694,3.2897181103715676,0.3570173283687834
465,Leucylalanine,2.02,11.293935185185186,-1.0600954270597132,11.293935185185186,0.3156335034013602,0.5824169277288737,202.25399999999996,184.10999999999999,202.131742436,82,0,0.32540310733367983,-0.47972534921844107,0.47972534921844107,0.32540310733367983,1.3571428571428572,1.8571428571428572,2.2142857142857144,16.368138227306616,10.03824883438977,2.1917309406963184,-2.155243532295441,2.02149879661609,-2.470503212272193,5.859686124582065,-0.1410131939885906,4.011050045023034,216.10260637228478,11.300964908321225,8.780218034372735,8.780218034372735,6.3411117128495,4.6297612138282185,4.6297612138282185,3.804556024691417,3.804556024691417,1.7912996474886835,1.7912996474886835,0.9970699538502734,0.9970699538502734,-1.1,680.508396335177,12.9,5.592496341125747,4.811985946578983,83.6658187759067,16.156983476009223,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,13.847474399381248,19.262464868778025,0.0,6.041840829147961,14.69560176298435,11.876485017303356,0.0,5.316788604006331,11.651573523323577,39.275714880293805,0.0,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,29.066694070439983,9.589074368143644,5.917906046161393,27.19203322199788,0.0,0.0,0.0,0.0,92.42,23.960166675599275,9.589074368143644,0.0,0.0,12.338727669087403,0.0,6.923737199690624,0.0,13.847474399381248,5.316788604006331,10.84019487200289,0.0,0.0,21.717967844545225,10.859983308138071,5.5616165910808775,-1.1531656273620556,-1.5161923658352234,0.5537424414210128,5.309381141345427,0.0,0.7777777777777778,14,4,5,0,0,0,0,0,0,3,3,5,5,0,0,0,0,-0.05089999999999972,52.670900000000024,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535084844927341,0.9534546782447372,0.0019361811930282428,0.30153636021751107,0.9030140040568317,466.38920329790625,1396.7004895035552,1546.7096669916682,2.9033597705936773,0.27440339405046266
466,Isoleucylserine,1.8,11.406574074074074,-1.2846239606953895,11.406574074074074,0.029502078609221938,0.45280217831650516,218.25299999999996,200.10899999999998,218.126657056,88,0,0.3281219769994237,-0.47965170646136474,0.47965170646136474,0.3281219769994237,1.4666666666666666,2.0,2.3333333333333335,16.37144063239871,9.990436521254589,2.2442004514200105,-2.1951571877747105,2.047770366577754,-2.5143433156379644,5.86501144967075,-0.14284100077768497,4.277959020007219,232.15223395576248,12.008071689507773,8.934538411059242,8.934538411059242,6.933958070176677,4.831728555985685,4.831728555985685,3.4933016467135123,3.4933016467135123,2.3569102854147213,2.3569102854147213,0.9657672410389415,0.9657672410389415,-1.1400000000000001,1388.1265460488305,13.860000000000001,6.36348765705714,4.264000454315945,88.46005252810272,21.263510870849927,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,20.268296022307258,5.917906046161393,0.0,12.648722793660879,19.802129157825057,11.876485017303356,0.0,5.316788604006331,11.651573523323577,32.35197768060318,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,40.780103429793606,9.589074368143644,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,112.65,30.567048640112194,9.589074368143644,0.0,5.917906046161393,0.0,6.4208216229260096,0.0,6.923737199690624,6.923737199690624,5.316788604006331,15.946722266843596,0.0,0.0,21.919050532249937,19.43835112748803,5.587791005291005,-1.8554265873015872,-2.031475812547242,0.727628732048375,3.0474143361048123,0.0,0.7777777777777778,15,5,6,0,0,0,0,0,0,4,4,6,6,0,0,0,0,-1.0784999999999991,54.082700000000024,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3569657526165161,0.9531513361211161,0.001986339649536188,0.3024938519218716,0.9428412112780882,474.6626346094649,1479.4730224111308,1569.1645684490181,2.8410554948938973,0.39502320395911655
467,Coumestan base + 2O,5.97,12.093213813303098,-0.5393150037792893,12.093213813303098,0.00810699588477437,0.4785965928491851,268.224,260.15999999999997,268.03717335600004,98,0,0.3476613493090302,-0.5078220136114817,0.5078220136114817,0.3476613493090302,0.8,1.4,2.1,16.39765572597814,10.125570260417591,2.159143095450668,-1.9736511474619263,2.334928536654415,-1.9742408761010835,6.125879941721184,0.47298113668011743,2.3224066117453703,1038.8652947796463,13.853006672199017,10.083273677529261,10.083273677529261,9.631030293135236,5.943902065084786,5.943902065084786,4.55663049253015,4.55663049253015,3.290215682648279,3.290215682648279,2.4115493181538463,2.4115493181538463,-2.9499999999999993,64262.299051956456,10.925610226304563,3.5390929490533765,1.3420536973690007,110.82553240722426,19.047356663788108,28.051288164317093,5.583020141642242,0.0,0.0,5.625586319077987,0.0,4.794537184071822,0.0,0.0,0.0,24.26546827384644,17.518958351388015,5.386224214464796,19.047356663788108,32.907733068321114,0.0,0.0,0.0,0.0,0.0,46.818325913919466,0.0,11.49902366656781,5.625586319077987,0.0,11.49902366656781,0.0,10.213054789681411,0.0,0.0,0.0,50.02704146894818,0.0,32.907733068321114,0.0,83.81,5.625586319077987,15.007591973753234,0.0,17.082043808210052,27.32471292667887,0.0,24.26546827384644,12.13273413692322,0.0,0.0,8.834301874106695,10.879970946712017,0.0,12.093213813303098,20.4306641313933,0.5120767195767206,0.06634206769127515,9.017732321323592,0.0,0.0,0.0,0.0,20,2,5,0,0,0,2,2,4,5,2,5,0,0,0,0,4,3.1036,73.09160000000001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5909153335453964,0.9866494157745597,0.0016351312714321243,0.16285862074732207,0.8381279643106379,512.5753381112736,2637.893669464241,3147.3638654139345,3.4263502101219596,0.010395012669729158
